property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
house,trishla kutir,thaltej,2.65,14722.0,4.0,4.0,3,3.0,Relatively New,1800.0,1.0,1.0,1.0,1.0,0.0,1.0,90.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,5.6,12082.0,5.0,4.0,1,3.0,Old Property,4635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,hariharashray bunglow part 2,thaltej,10.0,21575.0,5.0,5.0,2,3.0,Moderately Old,4635.0,0.0,0.0,1.0,1.0,0.0,1.0,122.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,shiv ganesh,thaltej,3.25,16049.0,4.0,4.0,1,2.0,Old Property,2025.0,0.0,0.0,1.0,1.0,0.0,1.0,93.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,pearl villa,thaltej,3.0,14815.0,4.0,4.0,3,2.0,New Property,2025.0,1.0,0.0,1.0,1.0,0.0,0.0,156.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,on request,thaltej,3.5,17207.0,4.0,4.0,1,2.0,Relatively New,2034.0,1.0,0.0,1.0,1.0,0.0,2.0,90.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,anurita bungalows,thaltej,22.0,33167.0,4.0,4.0,3,2.0,Under Construction,6633.0,1.0,0.0,1.0,1.0,0.0,0.0,200.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,sarthi bungalow,thaltej,6.5,17572.0,4.0,4.0,2,2.0,Old Property,3699.0,1.0,0.0,1.0,1.0,0.0,1.0,159.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,shaligram 3,thaltej,9.5,20417.0,4.0,4.0,1,3.0,Moderately Old,4653.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,callfor that,thaltej,0.91,6364.0,3.0,3.0,3,2.0,Old Property,1187.0,0.0,0.0,0.0,0.0,1.0,2.0,32.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,ganesh shangri la,thaltej,5.11,18315.0,3.0,3.0,1,1.0,Relatively New,2790.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,2.7,10000.0,4.0,4.0,3,3.0,Relatively New,2700.0,0.0,0.0,1.0,1.0,0.0,1.0,98.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,gala eternia,thaltej,1.35,8157.0,3.0,3.0,3+,9.0,Relatively New,1254.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,hansvilla residency,thaltej,6.0,19048.0,5.0,5.0,1,2.0,Moderately Old,3150.0,0.0,0.0,1.0,0.0,0.0,2.0,67.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,3.5,17439.0,4.0,6.0,0,4.0,Old Property,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,ronak apartment,thaltej,0.3,4505.0,1.0,1.0,1,3.0,Old Property,784.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,aditya residency,thaltej,2.75,12731.0,4.0,3.0,2,2.0,Relatively New,2541.0,1.0,0.0,1.0,1.0,0.0,1.0,165.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,suryam sukriti bungalows,thaltej,4.0,12520.0,4.0,4.0,2,2.0,Relatively New,3195.0,1.0,0.0,1.0,1.0,0.0,0.0,107.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,maple tree garden homes,thaltej,2.9,12114.0,3.0,3.0,1,6.0,New Property,2816.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,6.5,13350.0,5.0,5.0,2,3.0,Old Property,4869.0,1.0,1.0,0.0,1.0,1.0,1.0,31.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,5.71,15861.0,4.0,4.0,2,2.0,Old Property,3600.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,6.25,8835.0,4.0,4.0,1,1.0,Old Property,7074.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,aaindependentd bungalow,thaltej,2.8,2839.0,4.0,4.0,1,3.0,Old Property,9864.0,1.0,1.0,0.0,1.0,1.0,1.0,63.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,suyog residency,thaltej,1.8,9254.0,3.0,3.0,1,2.0,Moderately Old,1945.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,royal enclave,thaltej,4.5,15152.0,4.0,3.0,3+,2.0,Old Property,2970.0,1.0,1.0,0.0,1.0,1.0,1.0,63.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,6.0,13333.0,4.0,5.0,1,1.0,Relatively New,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,mango garden bungalow,thaltej,6.5,19467.0,4.0,4.0,1,2.0,Old Property,3339.0,0.0,1.0,1.0,1.0,0.0,1.0,76.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,1.51,7626.0,4.0,2.0,3,1.0,Old Property,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,popular someshwara park,thaltej,2.6,11111.0,4.0,4.0,1,2.0,Old Property,2340.0,1.0,0.0,0.0,1.0,0.0,2.0,108.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,gala eternia,thaltej,1.6,2547.0,3.0,3.0,3+,2.0,Relatively New,6282.0,1.0,0.0,1.0,1.0,0.0,1.0,137.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,1.5,7246.0,4.0,2.0,3,3.0,Old Property,2070.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,3.4,11806.0,4.0,4.0,1,1.0,Old Property,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,gala imperia,thaltej,4.25,9872.0,4.0,4.0,1,11.0,Relatively New,3573.0,0.0,1.0,0.0,1.0,1.0,0.0,37.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,saumya asopaalav,thaltej,6.0,12508.0,3.0,4.0,2,1.0,Old Property,4797.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,avis aster,thaltej,1.95,7677.0,3.0,3.0,2,6.0,New Property,1928.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,purshottam bunglow,thaltej,4.5,11905.0,5.0,5.0,2,2.0,Old Property,3780.0,0.0,1.0,1.0,1.0,0.0,0.0,62.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,goyal intercity,thaltej,1.35,7500.0,3.0,3.0,2,5.0,Old Property,2118.0,1.0,0.0,0.0,0.0,0.0,2.0,112.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,3.5,14620.0,4.0,4.0,1,1.0,Relatively New,2394.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,akshar iland,thaltej,3.26,12931.0,4.0,4.0,1,6.0,Relatively New,2697.0,1.0,1.0,0.0,1.0,0.0,0.0,133.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,3.25,16049.0,4.0,4.0,1,2.0,Relatively New,2025.0,1.0,0.0,1.0,1.0,0.0,2.0,98.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,4.5,8547.0,6.0,6.0,3,2.0,Old Property,5265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,indraprasth heliconia,thaltej,1.7,8095.0,3.0,3.0,1,1.0,Relatively New,2471.0,0.0,0.0,0.0,0.0,0.0,2.0,168.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,on request,thaltej,3.5,13645.0,4.0,4.0,1,2.0,Relatively New,2565.0,1.0,0.0,1.0,1.0,0.0,2.0,107.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,mango garden bunglow,thaltej,6.5,15334.0,4.0,3.0,3,2.0,Moderately Old,4987.0,1.0,1.0,1.0,1.0,0.0,1.0,156.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,sheetal ajmera enigma,thaltej,1.45,7225.0,3.0,3.0,1,10.0,Relatively New,1666.0,0.0,0.0,0.0,1.0,0.0,2.0,107.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,saumya asopaalav,thaltej,6.25,11023.0,3.0,4.0,3,3.0,Old Property,5670.0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,dharmnandan dwarkesh greens,thaltej,0.98,5444.0,3.0,3.0,3,3.0,Relatively New,2118.0,0.0,0.0,1.0,0.0,0.0,0.0,156.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,avirat gulab park,thaltej,2.5,16340.0,4.0,4.0,2,2.0,Old Property,1530.0,0.0,0.0,0.0,0.0,0.0,2.0,119.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,skydeck seasons,thaltej,5.31,16364.0,4.0,4.0,1,5.0,Relatively New,3540.0,1.0,1.0,0.0,1.0,0.0,0.0,132.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,wind chimes,thaltej,2.75,8987.0,4.0,4.0,3+,1.0,Relatively New,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,thaltej - hebatpur road,thaltej,9.0,21277.0,5.0,5.0,1,2.0,Moderately Old,4230.0,1.0,0.0,1.0,0.0,0.0,1.0,41.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,ravish bungalows,thaltej,3.75,20325.0,4.0,4.0,3,3.0,Moderately Old,1845.0,1.0,1.0,1.0,1.0,0.0,0.0,90.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,2.4,7960.0,4.0,4.0,0,3.0,Old Property,3015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,2.0,13468.0,3.0,3.0,0,2.0,Old Property,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,shivdhara appartments,thaltej,0.56,4609.0,3.0,2.0,1,4.0,Moderately Old,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,adarsh 23,thaltej,5.0,18643.0,4.0,4.0,1,2.0,Old Property,2682.0,0.0,1.0,1.0,1.0,0.0,1.0,80.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,shaligram 3,thaltej,9.8,19943.0,4.0,4.0,1,3.0,Moderately Old,4914.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,"surdhara bunglaw ,thaltej",thaltej,3.75,13393.0,4.0,4.0,3+,2.0,Old Property,3000.0,0.0,0.0,0.0,0.0,1.0,1.0,221.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,popular manichandra society 6,thaltej,8.0,18713.0,4.0,4.0,1,2.0,Old Property,4275.0,0.0,0.0,1.0,0.0,0.0,2.0,59.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,sankalp grace 3,thaltej,2.68,12413.0,4.0,4.0,2,5.0,Relatively New,2310.0,1.0,1.0,0.0,1.0,0.0,0.0,110.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,nobles new nikita park chs,thaltej,2.33,17854.0,4.0,3.0,2,2.0,Moderately Old,2248.0,1.0,0.0,1.0,1.0,0.0,1.0,156.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,sankalp grace 3,thaltej,2.68,13092.0,4.0,4.0,2,5.0,Relatively New,2758.0,0.0,0.0,1.0,1.0,0.0,0.0,130.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,shivdhara apartments,thaltej,0.82,4770.0,4.0,3.0,3,3.0,Moderately Old,1618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,akshat bungalow,thaltej,2.51,14085.0,4.0,4.0,1,1.0,Old Property,1782.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,2.7,17241.0,4.0,4.0,0,2.0,Old Property,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,2.4,11111.0,2.0,2.0,2,3.0,Old Property,2160.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,sagar bunglow,thaltej,2.7,10000.0,4.0,3.0,2,2.0,Old Property,2700.0,1.0,0.0,1.0,1.0,0.0,1.0,156.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,nobles new nikita park chs,thaltej,2.3,17598.0,4.0,3.0,1,2.0,Old Property,1911.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,armaan bungalows,thaltej,3.4,17250.0,4.0,4.0,1,3.0,Old Property,1971.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,abhiyan apartment,thaltej,0.4,7937.0,1.0,1.0,1,1.0,Old Property,504.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,1.85,13523.0,4.0,3.0,3,3.0,Relatively New,1368.0,0.0,0.0,1.0,1.0,0.0,1.0,122.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,3.5,12963.0,4.0,4.0,3,1.0,Moderately Old,2700.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,"23.0504° N, 72.4991° E",23.0504,72.4991
house,independent,thaltej,4.21,11694.0,10.0,10.0,0,3.0,Old Property,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0504° N, 72.4991° E",23.0504,72.4991
flat,sheeva amardeep enclave,nava naroda,0.27,2400.0,2.0,2.0,1,3.0,Moderately Old,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,ample tulsi residency,nava naroda,0.3,6173.0,2.0,2.0,2,2.0,Relatively New,486.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shree hari avenue,nava naroda,0.42,2877.0,3.0,3.0,3,2.0,Moderately Old,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,sheeva amardeep enclave,nava naroda,0.32,3092.0,2.0,2.0,0,2.0,Moderately Old,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shri hari gift city,nava naroda,0.35,2593.0,2.0,2.0,1,1.0,Under Construction,1350.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shree satva balaji,nava naroda,0.9,4550.0,3.0,3.0,1,5.0,Moderately Old,1978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,riddhi residency,nava naroda,0.24,2424.0,2.0,2.0,1,4.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,swaminarayan park,nava naroda,0.25,2525.0,2.0,2.0,3,3.0,Moderately Old,1165.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,daksha residency,nava naroda,0.46,3611.0,2.0,2.0,1,2.0,Relatively New,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,"23.0698° N, 72.6730° E",23.0698,72.673
house,independent,nava naroda,1.65,6154.0,5.0,4.0,0,2.0,New Property,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
house,independent,nava naroda,0.95,8120.0,5.0,4.0,2,2.0,Old Property,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,gopinath pride,nava naroda,0.55,2996.0,3.0,2.0,1,2.0,Relatively New,1836.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,silver homes,nava naroda,0.32,3092.0,2.0,2.0,2,1.0,Moderately Old,1218.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vega pushpam heights,nava naroda,0.38,3016.0,2.0,2.0,2,6.0,New Property,1482.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,ashirwad avenue,nava naroda,0.36,3689.0,2.0,2.0,2,6.0,Moderately Old,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shree swapnil elegance,nava naroda,0.65,6878.0,2.0,2.0,2,3.0,New Property,945.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shyam villa 2,nava naroda,0.52,3545.0,3.0,3.0,1,5.0,Moderately Old,1217.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,manohar villa,nava naroda,0.4,3367.0,2.0,2.0,2,1.0,Relatively New,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,ashirvad avenue,nava naroda,0.32,3181.0,2.0,2.0,1,4.0,Relatively New,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,laxmi sky city,nava naroda,0.52,3852.0,3.0,2.0,1,14.0,New Property,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,swaminarayan park,nava naroda,0.21,2121.0,2.0,2.0,2,4.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,silver homes,nava naroda,0.31,3249.0,2.0,2.0,2,3.0,Moderately Old,954.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,"ganesh vatika,new naroda",nava naroda,0.23,6336.0,1.0,1.0,1,6.0,Relatively New,363.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,oakdale avenue,nava naroda,0.35,3441.0,2.0,2.0,2,3.0,Old Property,1017.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shri ram kutir,nava naroda,0.34,3317.0,2.0,2.0,3,2.0,Moderately Old,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vision madhuvan glory,nava naroda,0.26,2577.0,2.0,2.0,2,4.0,Relatively New,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,malhar the landmark,nava naroda,0.25,3307.0,1.0,2.0,1,1.0,Moderately Old,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,pushkar residency,nava naroda,0.36,5000.0,2.0,2.0,0,4.0,New Property,720.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"23.0698° N, 72.6730° E",23.0698,72.673
house,independent,nava naroda,1.15,9583.0,5.0,2.0,1,2.0,Moderately Old,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shri hari gift city,nava naroda,0.42,3535.0,3.0,2.0,0,6.0,Relatively New,986.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shyam kutir,nava naroda,0.64,4529.0,3.0,3.0,2,5.0,Relatively New,1662.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,raj ganesh vatika,nava naroda,0.23,7516.0,1.0,1.0,0,6.0,Moderately Old,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,on request,nava naroda,0.3,2667.0,2.0,2.0,1,3.0,Under Construction,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shree sankalp avenue,nava naroda,0.17,3184.0,1.0,1.0,3,3.0,Moderately Old,647.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,swaminarayan park,nava naroda,0.26,3030.0,2.0,2.0,3,1.0,Moderately Old,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,dharmadev swaminarayan park,nava naroda,0.21,2019.0,2.0,2.0,3,2.0,Relatively New,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,swaminarayan park,nava naroda,0.2,3361.0,2.0,2.0,3,5.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shyam villa 2,nava naroda,0.47,3230.0,3.0,3.0,2,5.0,Moderately Old,1455.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vedanta homes,nava naroda,0.18,2381.0,2.0,1.0,1,5.0,Relatively New,756.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,laxmi villa 2,nava naroda,0.42,3955.0,2.0,2.0,2,3.0,Moderately Old,1249.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vision madhuvan glory,nava naroda,0.25,2315.0,2.0,2.0,1,1.0,Moderately Old,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vitthal velocity,nava naroda,0.38,2676.0,3.0,3.0,2,3.0,Moderately Old,1671.0,1.0,0.0,1.0,1.0,0.0,0.0,103.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,devnandan sankalp city,nava naroda,0.15,2222.0,1.0,1.0,0,6.0,New Property,675.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,krishna elegance,nava naroda,0.32,3200.0,2.0,2.0,2,6.0,Relatively New,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shyam villa 2,nava naroda,0.48,3292.0,3.0,3.0,2,3.0,Old Property,1715.0,0.0,0.0,1.0,0.0,0.0,2.0,42.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,pavan apartment,nava naroda,0.42,4130.0,2.0,2.0,2,4.0,Old Property,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,satva galaxy five,nava naroda,0.27,3037.0,1.0,2.0,2,5.0,Moderately Old,889.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,sanket flat,nava naroda,0.25,1984.0,2.0,2.0,3,2.0,Old Property,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"23.0698° N, 72.6730° E",23.0698,72.673
house,independent,nava naroda,0.65,5752.0,2.0,1.0,1,1.0,Old Property,1123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,shri hari gift city,nava naroda,0.42,3333.0,3.0,2.0,1,1.0,Relatively New,1482.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,madhuban glory,nava naroda,0.3,2400.0,2.0,2.0,3,2.0,Moderately Old,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,"23.0698° N, 72.6730° E",23.0698,72.673
house,independent,nava naroda,0.23,6389.0,1.0,1.0,1,1.0,Old Property,360.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,yash platina,nava naroda,0.47,3900.0,2.0,2.0,2,3.0,Moderately Old,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vitthal velocity,nava naroda,0.45,3000.0,3.0,3.0,2,3.0,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,laxmi sky city,nava naroda,0.45,3333.0,3.0,2.0,1,12.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,"23.0698° N, 72.6730° E",23.0698,72.673
house,independent,nava naroda,0.85,10625.0,4.0,3.0,1,2.0,Old Property,800.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,laxmi sky city,nava naroda,0.5,3704.0,3.0,2.0,1,2.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,2.0,109.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vision madhuvan glory,nava naroda,0.29,2754.0,2.0,2.0,2,5.0,Moderately Old,1053.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,vision madhuvan glory,nava naroda,0.25,2525.0,2.0,2.0,2,4.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
house,independent,nava naroda,5.0,10767.0,3.0,3.0,3,1.0,Old Property,4644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,krishna elegance,nava naroda,0.32,2667.0,2.0,2.0,2,6.0,Moderately Old,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0698° N, 72.6730° E",23.0698,72.673
flat,laxmi sky city,nava naroda,0.46,3407.0,3.0,2.0,1,10.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"23.0698° N, 72.6730° E",23.0698,72.673
