property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,ganesh elite,vaishnodevi circle,0.8,4233.0,3.0,3.0,1,2.0,New Property,2224.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,,23.136218,72.542289
house,sentossa greens,vaishnodevi circle,4.45,7606.0,4.0,3.0,2,1.0,Relatively New,5850.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,,23.136218,72.542289
flat,adani elysium,vaishnodevi circle,1.05,9545.0,3.0,2.0,1,14.0,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,2.0,231.0,,23.136218,72.542289
flat,malabar county 3,vaishnodevi circle,0.7,5439.0,3.0,3.0,1,3.0,Relatively New,1287.0,0.0,0.0,1.0,0.0,0.0,0.0,114.0,,23.136218,72.542289
house,sentossa greens,vaishnodevi circle,6.2,11256.0,4.0,4.0,1,2.0,Relatively New,5508.0,0.0,1.0,0.0,1.0,0.0,1.0,221.0,,23.136218,72.542289
flat,shaligram lakeview,vaishnodevi circle,0.95,5135.0,3.0,3.0,1,6.0,Relatively New,1424.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0,,23.136218,72.542289
house,the north park by adani realty,vaishnodevi circle,16.5,12501.0,5.0,6.0,3,2.0,Under Construction,13199.0,1.0,1.0,1.0,1.0,1.0,0.0,138.0,,23.136218,72.542289
flat,amogha by adani realty,vaishnodevi circle,0.86,5862.0,3.0,3.0,1,9.0,Relatively New,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,,23.136218,72.542289
flat,gala haven,vaishnodevi circle,0.61,7236.0,2.0,2.0,1,9.0,Relatively New,1042.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,,23.136218,72.542289
house,surabhi park,isanpur,1.91,10611.0,4.0,5.0,1,2.0,Old Property,1800.0,0.0,0.0,0.0,1.0,0.0,2.0,32.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.65,5315.0,3.0,2.0,1,2.0,Old Property,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.45,5000.0,4.0,2.0,0,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,1.05,5250.0,5.0,5.0,0,1.0,Old Property,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.15,2500.0,2.0,1.0,1,4.0,Old Property,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,savita park,isanpur,0.55,4074.0,3.0,3.0,3,2.0,Old Property,1588.0,0.0,0.0,0.0,0.0,0.0,2.0,109.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.21,3911.0,1.0,1.0,0,1.0,Old Property,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.6,3333.0,2.0,2.0,1,2.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,aaryan shakuntal apartment,isanpur,0.95,6032.0,3.0,3.0,2,3.0,Old Property,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,shakti shraddha bungalows,isanpur,1.3,7222.0,3.0,2.0,1,1.0,Old Property,1800.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.5,5780.0,3.0,3.0,0,1.0,Old Property,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.55,6111.0,2.0,2.0,1,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.24,3026.0,2.0,2.0,0,2.0,Old Property,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,kangana co op housing society,isanpur,1.5,16667.0,4.0,2.0,1,2.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,new saurabh society isanpur,isanpur,1.15,12778.0,4.0,3.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,1.0,0.0,2.0,32.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,yash flora,isanpur,0.34,3285.0,2.0,2.0,2,2.0,Relatively New,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.65,15366.0,2.0,2.0,2,2.0,Old Property,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.75,7576.0,2.0,2.0,2,2.0,Old Property,990.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,sarthi tenament,isanpur,0.85,9444.0,4.0,5.0,1,3.0,Relatively New,900.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,block o 402 dev castle,isanpur,0.45,7132.0,2.0,2.0,2,4.0,Moderately Old,631.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.55,4583.0,2.0,2.0,1,2.0,Moderately Old,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,1.95,7879.0,8.0,5.0,0,3.0,Old Property,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,d kanani omkar residency,isanpur,0.6,4902.0,2.0,2.0,1,4.0,Moderately Old,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.65,6842.0,4.0,2.0,0,2.0,Old Property,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.32,2560.0,3.0,2.0,0,2.0,Old Property,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,1.3,22222.0,1.0,1.0,0,1.0,Old Property,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,1.59,5603.0,5.0,3.0,2,2.0,Old Property,2838.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,kashi vishwanath society,isanpur,0.41,5062.0,1.0,1.0,0,1.0,Old Property,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,pushp co. op. scoiety,isanpur,0.85,5397.0,1.0,1.0,0,0.0,Old Property,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,pushpak 2 banglow,isanpur,2.5,11111.0,5.0,3.0,1,2.0,Moderately Old,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,1.3,6842.0,3.0,2.0,2,2.0,Relatively New,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,2.0,4444.0,6.0,2.0,0,1.0,Old Property,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.45,7353.0,3.0,2.0,1,2.0,Old Property,612.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.36,5333.0,1.0,1.0,1,1.0,Old Property,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.72,5161.0,3.0,1.0,1,1.0,Old Property,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,dev castle,isanpur,0.41,3374.0,2.0,2.0,2,4.0,Moderately Old,1215.0,1.0,0.0,0.0,0.0,1.0,0.0,41.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,jay bhimnath society jay santoshi flat,isanpur,0.28,3836.0,1.0,1.0,2,2.0,Old Property,859.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,full ownership,isanpur,1.5,7576.0,5.0,5.0,2,2.0,Under Construction,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.5,6250.0,2.0,2.0,0,3.0,Old Property,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.55,4534.0,3.0,2.0,1,2.0,Old Property,1213.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,suraj apartment,isanpur,0.5,4167.0,2.0,1.0,1,2.0,Under Construction,1412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,shyam anal avenue,isanpur,0.48,4071.0,2.0,2.0,2,5.0,Under Construction,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,1.3,7222.0,4.0,2.0,1,1.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,shastrinagar society part -2,isanpur,0.5,6105.0,2.0,3.0,1,2.0,Moderately Old,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.5,5556.0,2.0,2.0,0,1.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.6,8571.0,3.0,3.0,1,3.0,Old Property,700.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.3,3333.0,2.0,2.0,1,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,ganesh park society,isanpur,0.57,5556.0,3.0,2.0,1,2.0,Old Property,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,kangana co op housing society,isanpur,1.5,16667.0,4.0,2.0,1,2.0,Old Property,1600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.75,3704.0,4.0,4.0,1,1.0,Old Property,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,"janpath society, isanpur",isanpur,1.1,16975.0,3.0,3.0,3,1.0,Moderately Old,1170.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,pushkar co op housing soc ltd,isanpur,0.91,13000.0,3.0,3.0,2,2.0,Moderately Old,700.0,0.0,0.0,0.0,0.0,1.0,2.0,32.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,1.5,9690.0,2.0,2.0,1,1.0,Old Property,1548.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,vivekanand residency,isanpur,0.5,4630.0,2.0,2.0,2,2.0,Relatively New,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,pushp kunj society,isanpur,0.78,6462.0,2.0,2.0,0,2.0,Moderately Old,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.35,1667.0,4.0,2.0,1,1.0,Old Property,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,"52/4 samratnagar ,opp mukatjivan school, isanpur",isanpur,0.42,3590.0,1.0,1.0,1,1.0,Old Property,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.3,3000.0,3.0,2.0,0,3.0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.55,3056.0,5.0,4.0,0,2.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.69,6907.0,2.0,3.0,2,2.0,Old Property,999.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.35,3889.0,2.0,2.0,0,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
house,independent,isanpur,0.6,6667.0,1.0,1.0,1,1.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"22.9761° N, 72.6018° E",22.9761,72.6018
flat,unique akalpya,satellite,6.3,9000.0,5.0,5.0,2,2.0,New Property,7000.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,cloud 9,satellite,1.85,8061.0,3.0,3.0,1,11.0,New Property,2295.0,1.0,0.0,0.0,1.0,0.0,0.0,190.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,royal nirman tower,satellite,0.58,7005.0,2.0,2.0,2,3.0,Old Property,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,sarthi bunglow,satellite,4.5,22727.0,4.0,4.0,3,2.0,Old Property,1980.0,1.0,1.0,1.0,1.0,0.0,2.0,48.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,madhavdeep apartment,satellite,0.55,5314.0,2.0,2.0,1,4.0,Old Property,1035.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,asha kiran tower,satellite,0.63,5600.0,2.0,2.0,3,6.0,Old Property,1125.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,ng bageshree,satellite,2.1,6481.0,4.0,4.0,3,5.0,Old Property,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,145.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,saransh,satellite,0.8,7619.0,2.0,2.0,1,6.0,Old Property,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,abhijyot greens,satellite,1.65,8919.0,5.0,5.0,1,3.0,Moderately Old,2176.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,vivekanand arise,satellite,1.27,7401.0,3.0,3.0,1,5.0,Under Construction,1242.0,0.0,0.0,1.0,0.0,0.0,0.0,114.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,goyal plaza,satellite,0.51,5667.0,1.0,1.0,0,1.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,shubhdarshan apartment,satellite,0.4,5420.0,2.0,1.0,1,4.0,Old Property,738.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,cloud 9,satellite,1.9,8279.0,3.0,3.0,1,6.0,New Property,2295.0,1.0,0.0,1.0,1.0,0.0,0.0,205.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,shantmani apartment,satellite,0.75,6000.0,3.0,3.0,3,3.0,Old Property,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,scarlet heights,satellite,1.95,8737.0,3.0,3.0,2,2.0,Relatively New,2018.0,1.0,0.0,1.0,1.0,0.0,1.0,183.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,om towers,satellite,1.0,5848.0,4.0,4.0,3+,3.0,Old Property,1710.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,kamnath sepal residency,satellite,1.95,7738.0,4.0,4.0,1,0.0,Old Property,1939.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,the bungalows,satellite,4.91,8999.0,4.0,4.0,1,11.0,New Property,4130.0,0.0,1.0,1.0,1.0,0.0,0.0,173.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,sargam flats,satellite,0.75,7500.0,2.0,2.0,2,3.0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,aaryavart heights,satellite,4.2,8642.0,5.0,4.0,3,11.0,Moderately Old,4860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,popular someshwara annexe tower,satellite,0.91,5107.0,3.0,2.0,2,2.0,Old Property,1782.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,rudraprayag apartments,satellite,1.4,6512.0,3.0,3.0,2,2.0,Old Property,2529.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,abhijyot appartment,satellite,1.11,6852.0,3.0,3.0,1,3.0,Old Property,1620.0,0.0,0.0,1.0,0.0,0.0,1.0,87.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,cloud 9,satellite,1.65,7199.0,3.0,3.0,1,9.0,New Property,2292.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,krishna tower,satellite,0.95,7330.0,3.0,3.0,2,8.0,Old Property,1296.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,shubhdarshan apartment,satellite,0.4,5229.0,2.0,2.0,1,5.0,Old Property,765.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,kanak kala apartment,satellite,0.75,6039.0,3.0,2.0,1,3.0,Old Property,1461.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,cloud 9,satellite,2.55,7398.0,4.0,4.0,2,3.0,New Property,4055.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,asha kiran tower,satellite,0.58,7250.0,2.0,2.0,3,1.0,Old Property,941.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,"greencraft residences, satellite",satellite,3.57,15000.0,4.0,4.0,1,4.0,New Property,3200.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,dharmadev neelkanth elegance,satellite,0.6,7317.0,2.0,2.0,3+,6.0,Moderately Old,1026.0,1.0,0.0,0.0,0.0,0.0,2.0,193.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,orchid white field,satellite,1.0,5865.0,3.0,1.0,1,5.0,Moderately Old,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,swastik park,satellite,2.65,4416.0,4.0,4.0,2,4.0,Old Property,7059.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,satyagrah chhavani,satellite,8.0,18055.0,4.0,5.0,2,2.0,Moderately Old,4431.0,1.0,1.0,1.0,1.0,0.0,0.0,206.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,shubh 2,satellite,1.0,8230.0,2.0,2.0,1,10.0,Relatively New,1200.0,0.0,0.0,0.0,0.0,1.0,2.0,54.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,triveni 1five,satellite,3.01,7501.0,4.0,4.0,2,3.0,Under Construction,3338.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,yash tower,satellite,0.65,5909.0,2.0,2.0,0,9.0,Old Property,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,kamnath sepal residency,satellite,1.95,7738.0,4.0,4.0,1,0.0,Moderately Old,2088.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,rajvilas bunglows,satellite,3.0,13889.0,4.0,3.0,2,2.0,Old Property,2224.0,1.0,0.0,1.0,1.0,0.0,1.0,165.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,zodiac aarish,satellite,2.75,8602.0,4.0,3.0,2,5.0,Relatively New,3197.0,1.0,0.0,1.0,1.0,0.0,1.0,187.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,the bungalows,satellite,6.63,10003.0,5.0,5.0,1,0.0,New Property,5097.0,0.0,1.0,1.0,1.0,0.0,0.0,104.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,avani house,satellite,2.25,7500.0,4.0,3.0,2,2.0,Moderately Old,4000.0,1.0,0.0,1.0,1.0,0.0,1.0,156.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,abhijyot residency,satellite,1.35,8571.0,3.0,3.0,1,5.0,Moderately Old,1575.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,kala tirth,satellite,1.15,4915.0,2.0,2.0,1,5.0,Old Property,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,ratnaakar pristine,satellite,2.8,7200.0,4.0,4.0,1,7.0,Under Construction,3224.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,nandanvan 2 society,satellite,0.55,5314.0,2.0,2.0,2,9.0,Moderately Old,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,dharmadev neelkanth elegance,satellite,0.61,4674.0,2.0,2.0,0,5.0,Relatively New,1083.0,1.0,0.0,1.0,1.0,0.0,2.0,81.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,unique akalpya,satellite,7.0,10000.0,4.0,4.0,2,5.0,New Property,5809.0,1.0,1.0,1.0,1.0,0.0,0.0,130.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,dev priya 1,satellite,5.0,13889.0,4.0,4.0,2,2.0,Old Property,3600.0,1.0,1.0,1.0,1.0,0.0,1.0,212.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,skydeck prive,satellite,3.21,16710.0,4.0,4.0,3+,1.0,New Property,2260.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,sambhav stavan alteza,satellite,1.6,6957.0,3.0,3.0,2,4.0,New Property,2252.0,1.0,1.0,1.0,1.0,0.0,0.0,122.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,unique akalpya,satellite,6.3,9000.0,4.0,4.0,2,4.0,New Property,5809.0,1.0,0.0,1.0,1.0,0.0,0.0,121.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,safalya the verity,satellite,2.47,6500.0,4.0,4.0,2,13.0,Under Construction,3800.0,0.0,0.0,1.0,1.0,0.0,0.0,232.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,avinya,satellite,1.85,7490.0,3.0,3.0,1,3.0,Under Construction,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,indraprasth 3,satellite,1.42,6455.0,3.0,3.0,3,2.0,Relatively New,2588.0,1.0,0.0,1.0,1.0,0.0,1.0,171.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,chandra prakash dadhich,satellite,0.55,4911.0,2.0,2.0,2,5.0,Under Construction,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,kala residency,satellite,0.95,6397.0,3.0,2.0,2,4.0,Moderately Old,1485.0,1.0,0.0,1.0,1.0,0.0,1.0,171.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,kaladeep apartments,satellite,0.78,5977.0,2.0,2.0,2,2.0,Old Property,1535.0,0.0,0.0,1.0,0.0,0.0,1.0,81.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,the bungalows,satellite,6.62,17244.0,5.0,5.0,1,5.0,Relatively New,4304.0,1.0,1.0,0.0,1.0,0.0,0.0,164.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,seven star,satellite,1.9,8444.0,3.0,3.0,2,10.0,Moderately Old,2150.0,0.0,0.0,0.0,1.0,0.0,1.0,224.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,kamnath sepal residency,satellite,3.5,11475.0,4.0,4.0,2,8.0,Moderately Old,3050.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,siddhi sarjan apartment,satellite,0.87,6444.0,3.0,3.0,2,3.0,Moderately Old,1588.0,1.0,0.0,1.0,1.0,0.0,1.0,171.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,royal nirman tower,satellite,0.7,7778.0,2.0,2.0,2,4.0,Old Property,747.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,skyvue 126,satellite,1.16,5601.0,3.0,3.0,1,6.0,Under Construction,1532.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,skydeck prive,satellite,3.36,8506.0,4.0,4.0,2,2.0,New Property,3950.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,"23.0301° N, 72.5178° E",23.0301,72.5178
flat,kaladeep apartments,satellite,0.83,5589.0,3.0,2.0,2,3.0,Old Property,1485.0,0.0,0.0,1.0,0.0,0.0,2.0,81.0,"23.0301° N, 72.5178° E",23.0301,72.5178
house,peleciun bunglow,satellite,3.25,14444.0,3.0,2.0,1,2.0,Moderately Old,2250.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,"23.0301° N, 72.5178° E",23.0301,72.5178
